date,mandi,crop,price,arrival_volume_tonnes
2024-01-15,Coimbatore,Paddy,2075.64,56.4
2024-01-16,Coimbatore,Paddy,2130.78,12.8
2024-01-17,Coimbatore,Paddy,2133.03,60.2
2024-01-18,Coimbatore,Paddy,2112.45,34.1
2024-01-19,Coimbatore,Paddy,2093.53,41.8
2024-01-20,Coimbatore,Paddy,2125.96,89.4
2024-01-21,Coimbatore,Paddy,2165.14,95.1
2024-01-22,Coimbatore,Paddy,2111.75,24.3
2024-01-23,Coimbatore,Paddy,2054.06,50.8
2024-01-24,Coimbatore,Paddy,2040.94,32.5
2024-01-25,Coimbatore,Paddy,2044.91,16.3
2024-01-26,Coimbatore,Paddy,2065.97,94.5
2024-01-27,Coimbatore,Paddy,2066.54,31.1
2024-01-28,Coimbatore,Paddy,2040.5,80.1
2024-01-29,Coimbatore,Paddy,2079.9,38.2
2024-01-30,Coimbatore,Paddy,2085.42,80.0
2024-01-31,Coimbatore,Paddy,2078.38,46.6
2024-02-01,Coimbatore,Paddy,2010.65,21.5
2024-02-02,Coimbatore,Paddy,2120.79,67.4
2024-02-03,Coimbatore,Paddy,2140.38,78.7
2024-02-04,Coimbatore,Paddy,2126.68,45.7
2024-02-05,Coimbatore,Paddy,2138.27,72.7
2024-02-06,Coimbatore,Paddy,2114.7,96.9
2024-02-07,Coimbatore,Paddy,2013.95,94.8
2024-02-08,Coimbatore,Paddy,2070.03,37.2
2024-02-09,Coimbatore,Paddy,2152.44,69.7
2024-02-10,Coimbatore,Paddy,2090.99,90.1
2024-02-11,Coimbatore,Paddy,2111.71,56.3
2024-02-12,Coimbatore,Paddy,2095.91,45.1
2024-02-13,Coimbatore,Paddy,2127.6,69.4
2024-02-14,Coimbatore,Paddy,2166.5,95.5
2024-02-15,Coimbatore,Paddy,2158.12,37.8
2024-02-16,Coimbatore,Paddy,2113.03,57.9
2024-02-17,Coimbatore,Paddy,2109.21,84.2
2024-02-18,Coimbatore,Paddy,2111.05,98.6
2024-02-19,Coimbatore,Paddy,2134.76,65.9
2024-02-20,Coimbatore,Paddy,2051.5,51.5
2024-02-21,Coimbatore,Paddy,2040.07,52.6
2024-02-22,Coimbatore,Paddy,2108.29,49.1
2024-02-23,Coimbatore,Paddy,2090.2,42.5
2024-02-24,Coimbatore,Paddy,2101.89,52.9
2024-02-25,Coimbatore,Paddy,2108.41,96.4
2024-02-26,Coimbatore,Paddy,2182.03,72.8
2024-02-27,Coimbatore,Paddy,2010.18,65.8
2024-02-28,Coimbatore,Paddy,2055.49,70.0
2024-02-29,Coimbatore,Paddy,2108.27,75.9
2024-03-01,Coimbatore,Paddy,2402.68,55.2
2024-03-02,Coimbatore,Paddy,2282.67,78.5
2024-03-03,Coimbatore,Paddy,2304.34,90.7
2024-03-04,Coimbatore,Paddy,2356.66,82.7
2024-03-05,Coimbatore,Paddy,2291.44,89.1
2024-03-06,Coimbatore,Paddy,2355.71,91.1
2024-03-07,Coimbatore,Paddy,2399.63,33.8
2024-03-08,Coimbatore,Paddy,2335.92,69.1
2024-03-09,Coimbatore,Paddy,2318.88,23.0
2024-03-10,Coimbatore,Paddy,2345.38,29.5
2024-03-11,Coimbatore,Paddy,2369.7,27.1
2024-03-12,Coimbatore,Paddy,2335.8,92.3
2024-03-13,Coimbatore,Paddy,2294.92,47.3
2024-03-14,Coimbatore,Paddy,2347.36,11.9
2024-03-15,Coimbatore,Paddy,2416.23,81.9
2024-03-16,Coimbatore,Paddy,2318.63,92.1
2024-03-17,Coimbatore,Paddy,2342.05,21.8
2024-03-18,Coimbatore,Paddy,2385.37,83.1
2024-03-19,Coimbatore,Paddy,2347.56,63.7
2024-03-20,Coimbatore,Paddy,2347.6,54.6
2024-03-21,Coimbatore,Paddy,2373.78,66.7
2024-03-22,Coimbatore,Paddy,2368.94,97.2
2024-03-23,Coimbatore,Paddy,2305.24,14.1
2024-03-24,Coimbatore,Paddy,2391.52,26.9
2024-03-25,Coimbatore,Paddy,2388.36,73.9
2024-03-26,Coimbatore,Paddy,2384.96,16.6
2024-03-27,Coimbatore,Paddy,2409.13,68.1
2024-03-28,Coimbatore,Paddy,2350.31,67.6
2024-03-29,Coimbatore,Paddy,2372.88,13.2
2024-03-30,Coimbatore,Paddy,2423.92,52.7
2024-03-31,Coimbatore,Paddy,2340.24,49.9
2024-04-01,Coimbatore,Paddy,2431.62,18.8
2024-04-02,Coimbatore,Paddy,2377.26,41.8
2024-04-03,Coimbatore,Paddy,2323.41,54.5
2024-04-04,Coimbatore,Paddy,2372.02,37.0
2024-04-05,Coimbatore,Paddy,2364.14,48.6
2024-04-06,Coimbatore,Paddy,2391.26,82.3
2024-04-07,Coimbatore,Paddy,2320.01,76.1
2024-04-08,Coimbatore,Paddy,2453.09,62.7
2024-04-09,Coimbatore,Paddy,2338.78,74.7
2024-04-10,Coimbatore,Paddy,2271.28,65.6
2024-04-11,Coimbatore,Paddy,2314.43,84.4
2024-04-12,Coimbatore,Paddy,2329.48,83.3
2024-04-13,Coimbatore,Paddy,2375.85,27.4
2024-04-14,Coimbatore,Paddy,2369.67,46.6
2024-04-15,Coimbatore,Paddy,2349.68,78.1
2024-04-16,Coimbatore,Paddy,2354.46,86.4
2024-04-17,Coimbatore,Paddy,2351.6,11.0
2024-04-18,Coimbatore,Paddy,2335.12,26.4
2024-04-19,Coimbatore,Paddy,2415.19,54.6
2024-04-20,Coimbatore,Paddy,2401.68,70.6
2024-04-21,Coimbatore,Paddy,2238.32,84.8
2024-04-22,Coimbatore,Paddy,2290.87,58.4
2024-04-23,Coimbatore,Paddy,2324.57,69.0
2024-04-24,Coimbatore,Paddy,2368.88,67.8
2024-04-25,Coimbatore,Paddy,2306.2,84.9
2024-04-26,Coimbatore,Paddy,2342.04,38.0
2024-04-27,Coimbatore,Paddy,2383.38,67.2
2024-04-28,Coimbatore,Paddy,2302.29,30.3
2024-04-29,Coimbatore,Paddy,2336.51,99.9
2024-04-30,Coimbatore,Paddy,2299.16,40.0
2024-05-01,Coimbatore,Paddy,2341.92,61.0
2024-05-02,Coimbatore,Paddy,2351.86,69.3
2024-05-03,Coimbatore,Paddy,2250.15,71.5
2024-05-04,Coimbatore,Paddy,2384.01,65.4
2024-05-05,Coimbatore,Paddy,2363.95,62.5
2024-05-06,Coimbatore,Paddy,2289.53,97.8
2024-05-07,Coimbatore,Paddy,2340.69,39.5
2024-05-08,Coimbatore,Paddy,2314.37,50.2
2024-05-09,Coimbatore,Paddy,2365.26,77.7
2024-05-10,Coimbatore,Paddy,2329.87,11.2
2024-05-11,Coimbatore,Paddy,2376.79,95.4
2024-05-12,Coimbatore,Paddy,2353.53,62.7
2024-05-13,Coimbatore,Paddy,2399.67,21.7
2024-05-14,Coimbatore,Paddy,2293.78,90.9
2024-05-15,Coimbatore,Paddy,2306.78,69.6
2024-05-16,Coimbatore,Paddy,2356.51,71.7
2024-05-17,Coimbatore,Paddy,2289.91,16.8
2024-05-18,Coimbatore,Paddy,2418.95,82.2
2024-05-19,Coimbatore,Paddy,2355.54,64.0
2024-05-20,Coimbatore,Paddy,2389.02,40.8
2024-05-21,Coimbatore,Paddy,2401.11,29.3
2024-05-22,Coimbatore,Paddy,2330.07,69.1
2024-05-23,Coimbatore,Paddy,2312.42,26.7
2024-05-24,Coimbatore,Paddy,2333.22,30.8
2024-05-25,Coimbatore,Paddy,2368.75,87.6
2024-05-26,Coimbatore,Paddy,2288.68,63.2
2024-05-27,Coimbatore,Paddy,2311.42,66.1
2024-05-28,Coimbatore,Paddy,2371.01,57.4
2024-05-29,Coimbatore,Paddy,2371.87,93.9
2024-05-30,Coimbatore,Paddy,2393.24,44.2
2024-05-31,Coimbatore,Paddy,2323.1,60.8
2024-06-01,Coimbatore,Paddy,2384.64,37.2
2024-06-02,Coimbatore,Paddy,2315.17,14.9
2024-06-03,Coimbatore,Paddy,2309.29,95.2
2024-06-04,Coimbatore,Paddy,2360.48,61.8
2024-06-05,Coimbatore,Paddy,2340.44,54.1
2024-06-06,Coimbatore,Paddy,2352.76,62.4
2024-06-07,Coimbatore,Paddy,2367.27,61.9
2024-06-08,Coimbatore,Paddy,2331.25,93.3
2024-06-09,Coimbatore,Paddy,2316.55,22.6
2024-06-10,Coimbatore,Paddy,2435.99,39.1
2024-06-11,Coimbatore,Paddy,2374.54,66.1
2024-06-12,Coimbatore,Paddy,2399.52,68.8
2024-06-13,Coimbatore,Paddy,2361.18,99.0
2024-06-14,Coimbatore,Paddy,2308.77,54.9
2024-06-15,Coimbatore,Paddy,2360.51,43.1
2024-06-16,Coimbatore,Paddy,2398.8,23.3
2024-06-17,Coimbatore,Paddy,2338.87,70.0
2024-06-18,Coimbatore,Paddy,2438.35,27.8
2024-06-19,Coimbatore,Paddy,2316.61,12.7
2024-06-20,Coimbatore,Paddy,2440.67,65.4
2024-06-21,Coimbatore,Paddy,2408.76,15.8
2024-06-22,Coimbatore,Paddy,2351.67,16.5
2024-06-23,Coimbatore,Paddy,2380.47,78.7
2024-06-24,Coimbatore,Paddy,2309.12,22.9
2024-06-25,Coimbatore,Paddy,2422.9,33.1
2024-06-26,Coimbatore,Paddy,2389.23,62.7
2024-06-27,Coimbatore,Paddy,2356.34,22.7
2024-06-28,Coimbatore,Paddy,2378.05,14.2
2024-06-29,Coimbatore,Paddy,2363.57,46.6
2024-06-30,Coimbatore,Paddy,2291.6,14.6
2024-07-01,Coimbatore,Paddy,2420.29,57.9
2024-07-02,Coimbatore,Paddy,2399.25,82.2
2024-07-03,Coimbatore,Paddy,2296.31,71.8
2024-07-04,Coimbatore,Paddy,2285.91,85.0
2024-07-05,Coimbatore,Paddy,2335.96,41.2
2024-07-06,Coimbatore,Paddy,2328.17,66.7
2024-07-07,Coimbatore,Paddy,2372.78,79.7
2024-07-08,Coimbatore,Paddy,2383.71,42.1
2024-07-09,Coimbatore,Paddy,2313.99,70.3
2024-07-10,Coimbatore,Paddy,2434.85,18.4
2024-07-11,Coimbatore,Paddy,2380.52,44.0
2024-07-12,Coimbatore,Paddy,2331.42,62.7
2024-07-13,Coimbatore,Paddy,2321.74,52.1
2024-07-14,Coimbatore,Paddy,2325.85,98.9
2024-07-15,Coimbatore,Paddy,2367.05,87.4
2024-07-16,Coimbatore,Paddy,2408.66,96.6
2024-07-17,Coimbatore,Paddy,2395.56,40.9
2024-07-18,Coimbatore,Paddy,2377.85,23.1
2024-07-19,Coimbatore,Paddy,2382.93,98.8
2024-07-20,Coimbatore,Paddy,2341.48,91.2
2024-07-21,Coimbatore,Paddy,2490.16,42.3
2024-07-22,Coimbatore,Paddy,2352.29,53.9
2024-07-23,Coimbatore,Paddy,2337.08,19.1
2024-07-24,Coimbatore,Paddy,2390.41,33.0
2024-07-25,Coimbatore,Paddy,2341.58,78.7
2024-07-26,Coimbatore,Paddy,2348.51,98.6
2024-07-27,Coimbatore,Paddy,2396.29,75.3
2024-07-28,Coimbatore,Paddy,2321.31,19.9
2024-07-29,Coimbatore,Paddy,2353.14,92.8
2024-07-30,Coimbatore,Paddy,2355.97,52.7
2024-07-31,Coimbatore,Paddy,2340.45,10.1
2024-08-01,Coimbatore,Paddy,2344.81,66.8
2024-08-02,Coimbatore,Paddy,2381.95,32.0
2024-08-03,Coimbatore,Paddy,2391.97,90.4
2024-08-04,Coimbatore,Paddy,2394.3,55.1
2024-08-05,Coimbatore,Paddy,2383.63,72.9
2024-08-06,Coimbatore,Paddy,2290.87,55.8
2024-08-07,Coimbatore,Paddy,2388.49,29.8
2024-08-08,Coimbatore,Paddy,2413.8,80.6
2024-08-09,Coimbatore,Paddy,2386.17,16.3
2024-08-10,Coimbatore,Paddy,2414.89,37.1
2024-08-11,Coimbatore,Paddy,2414.34,24.1
2024-08-12,Coimbatore,Paddy,2406.88,89.6
2024-08-13,Coimbatore,Paddy,2487.25,92.5
2024-08-14,Coimbatore,Paddy,2380.88,59.8
2024-08-15,Coimbatore,Paddy,2396.94,69.6
2024-08-16,Coimbatore,Paddy,2297.89,52.6
2024-08-17,Coimbatore,Paddy,2329.13,95.2
2024-08-18,Coimbatore,Paddy,2419.71,53.9
2024-08-19,Coimbatore,Paddy,2371.37,97.2
2024-08-20,Coimbatore,Paddy,2448.29,55.4
2024-08-21,Coimbatore,Paddy,2297.31,33.0
2024-08-22,Coimbatore,Paddy,2401.33,26.0
2024-08-23,Coimbatore,Paddy,2356.77,19.9
2024-08-24,Coimbatore,Paddy,2343.5,50.1
2024-08-25,Coimbatore,Paddy,2449.03,82.9
2024-08-26,Coimbatore,Paddy,2355.78,35.3
2024-08-27,Coimbatore,Paddy,2327.28,59.0
2024-08-28,Coimbatore,Paddy,2336.58,20.7
2024-08-29,Coimbatore,Paddy,2390.7,30.3
2024-08-30,Coimbatore,Paddy,2385.37,15.6
2024-08-31,Coimbatore,Paddy,2432.53,71.4
2024-09-01,Coimbatore,Paddy,2382.9,77.2
2024-09-02,Coimbatore,Paddy,2405.35,92.5
2024-09-03,Coimbatore,Paddy,2350.12,33.2
2024-09-04,Coimbatore,Paddy,2360.47,99.6
2024-09-05,Coimbatore,Paddy,2445.72,92.6
2024-09-06,Coimbatore,Paddy,2401.68,48.6
2024-09-07,Coimbatore,Paddy,2387.15,59.9
2024-09-08,Coimbatore,Paddy,2449.26,36.8
2024-09-09,Coimbatore,Paddy,2380.22,51.7
2024-09-10,Coimbatore,Paddy,2380.75,79.9
2024-09-11,Coimbatore,Paddy,2388.33,14.6
2024-09-12,Coimbatore,Paddy,2339.54,76.3
2024-09-13,Coimbatore,Paddy,2322.83,11.9
2024-09-14,Coimbatore,Paddy,2336.19,27.9
2024-09-15,Coimbatore,Paddy,2354.15,96.1
2024-09-16,Coimbatore,Paddy,2334.93,63.2
2024-09-17,Coimbatore,Paddy,2422.93,87.7
2024-09-18,Coimbatore,Paddy,2366.86,43.3
2024-09-19,Coimbatore,Paddy,2410.07,80.1
2024-09-20,Coimbatore,Paddy,2349.88,12.7
2024-09-21,Coimbatore,Paddy,2517.81,35.6
2024-09-22,Coimbatore,Paddy,2367.48,73.9
2024-09-23,Coimbatore,Paddy,2259.86,66.2
2024-09-24,Coimbatore,Paddy,2429.19,74.0
2024-09-25,Coimbatore,Paddy,2407.01,26.7
2024-09-26,Coimbatore,Paddy,2397.13,80.1
2024-09-27,Coimbatore,Paddy,2345.96,48.2
2024-09-28,Coimbatore,Paddy,2350.86,19.4
2024-09-29,Coimbatore,Paddy,2355.51,38.6
2024-09-30,Coimbatore,Paddy,2394.25,71.8
2024-10-01,Coimbatore,Paddy,2345.28,37.4
2024-10-02,Coimbatore,Paddy,2366.05,98.4
2024-10-03,Coimbatore,Paddy,2437.49,11.8
2024-10-04,Coimbatore,Paddy,2398.72,21.6
2024-10-05,Coimbatore,Paddy,2279.85,35.4
2024-10-06,Coimbatore,Paddy,2323.25,15.1
2024-10-07,Coimbatore,Paddy,2440.48,60.1
2024-10-08,Coimbatore,Paddy,2380.94,14.4
2024-10-09,Coimbatore,Paddy,2349.59,53.1
2024-10-10,Coimbatore,Paddy,2422.11,54.6
2024-10-11,Coimbatore,Paddy,2319.3,45.0
2024-10-12,Coimbatore,Paddy,2347.36,51.5
2024-10-13,Coimbatore,Paddy,2400.99,80.6
2024-10-14,Coimbatore,Paddy,2370.08,26.5
2024-10-15,Coimbatore,Paddy,2472.36,26.8
2024-10-16,Coimbatore,Paddy,2393.01,98.5
2024-10-17,Coimbatore,Paddy,2392.97,34.7
2024-10-18,Coimbatore,Paddy,2379.61,72.5
2024-10-19,Coimbatore,Paddy,2345.87,46.8
2024-10-20,Coimbatore,Paddy,2412.51,67.4
2024-10-21,Coimbatore,Paddy,2349.96,41.3
2024-10-22,Coimbatore,Paddy,2443.69,38.2
2024-10-23,Coimbatore,Paddy,2367.96,22.0
2024-10-24,Coimbatore,Paddy,2427.66,49.0
2024-10-25,Coimbatore,Paddy,2352.67,33.8
2024-10-26,Coimbatore,Paddy,2359.18,80.7
2024-10-27,Coimbatore,Paddy,2400.94,40.3
2024-10-28,Coimbatore,Paddy,2427.91,37.3
2024-10-29,Coimbatore,Paddy,2397.9,33.6
2024-10-30,Coimbatore,Paddy,2316.2,71.1
2024-10-31,Coimbatore,Paddy,2322.94,18.1
2024-11-01,Coimbatore,Paddy,2361.45,42.2
2024-11-02,Coimbatore,Paddy,2443.01,13.4
2024-11-03,Coimbatore,Paddy,2377.74,18.5
2024-11-04,Coimbatore,Paddy,2313.79,79.3
2024-11-05,Coimbatore,Paddy,2352.41,85.1
2024-11-06,Coimbatore,Paddy,2285.56,18.4
2024-11-07,Coimbatore,Paddy,2337.73,36.0
2024-11-08,Coimbatore,Paddy,2421.49,56.5
2024-11-09,Coimbatore,Paddy,2404.74,30.7
2024-11-10,Coimbatore,Paddy,2410.37,18.7
2024-11-11,Coimbatore,Paddy,2396.4,47.1
2024-11-12,Coimbatore,Paddy,2403.73,41.9
2024-11-13,Coimbatore,Paddy,2368.72,52.9
2024-11-14,Coimbatore,Paddy,2408.12,80.9
2024-11-15,Coimbatore,Paddy,2426.33,34.5
2024-11-16,Coimbatore,Paddy,2414.03,43.2
2024-11-17,Coimbatore,Paddy,2448.76,34.3
2024-11-18,Coimbatore,Paddy,2377.81,37.3
2024-11-19,Coimbatore,Paddy,2448.25,83.7
2024-11-20,Coimbatore,Paddy,2394.69,32.7
2024-11-21,Coimbatore,Paddy,2359.27,94.9
2024-11-22,Coimbatore,Paddy,2322.49,36.4
2024-11-23,Coimbatore,Paddy,2373.65,79.7
2024-11-24,Coimbatore,Paddy,2407.37,81.1
2024-11-25,Coimbatore,Paddy,2461.21,81.1
2024-11-26,Coimbatore,Paddy,2358.41,12.7
2024-11-27,Coimbatore,Paddy,2372.32,59.3
2024-11-28,Coimbatore,Paddy,2439.95,31.0
2024-11-29,Coimbatore,Paddy,2431.85,17.8
2024-11-30,Coimbatore,Paddy,2452.76,48.9
2024-12-01,Coimbatore,Paddy,2361.92,15.8
2024-12-02,Coimbatore,Paddy,2385.74,85.9
2024-12-03,Coimbatore,Paddy,2447.98,33.0
2024-12-04,Coimbatore,Paddy,2302.83,17.8
2024-12-05,Coimbatore,Paddy,2384.75,60.7
2024-12-06,Coimbatore,Paddy,2431.26,94.7
2024-12-07,Coimbatore,Paddy,2314.88,85.0
2024-12-08,Coimbatore,Paddy,2451.87,81.7
2024-12-09,Coimbatore,Paddy,2440.52,22.7
2024-12-10,Coimbatore,Paddy,2471.06,55.1
2024-12-11,Coimbatore,Paddy,2413.83,19.5
2024-12-12,Coimbatore,Paddy,2401.39,35.8
2024-12-13,Coimbatore,Paddy,2408.74,72.4
2024-12-14,Coimbatore,Paddy,2460.77,30.4
2024-12-15,Coimbatore,Paddy,2319.72,50.4
2024-12-16,Coimbatore,Paddy,2417.27,52.9
2024-12-17,Coimbatore,Paddy,2412.39,92.9
2024-12-18,Coimbatore,Paddy,2384.8,95.4
2024-12-19,Coimbatore,Paddy,2406.68,76.3
2024-12-20,Coimbatore,Paddy,2383.44,36.0
2024-12-21,Coimbatore,Paddy,2395.09,83.1
2024-12-22,Coimbatore,Paddy,2434.89,33.6
2024-12-23,Coimbatore,Paddy,2421.33,62.8
2024-12-24,Coimbatore,Paddy,2443.37,95.1
2024-12-25,Coimbatore,Paddy,2416.02,24.1
2024-12-26,Coimbatore,Paddy,2399.66,13.2
2024-12-27,Coimbatore,Paddy,2451.29,85.1
2024-12-28,Coimbatore,Paddy,2399.79,65.0
2024-12-29,Coimbatore,Paddy,2428.33,89.8
2024-12-30,Coimbatore,Paddy,2400.47,98.5
2024-12-31,Coimbatore,Paddy,2417.88,94.1
2025-01-01,Coimbatore,Paddy,2254.47,17.4
2025-01-02,Coimbatore,Paddy,2171.56,74.1
2025-01-03,Coimbatore,Paddy,2105.17,47.0
2025-01-04,Coimbatore,Paddy,2198.2,29.1
2025-01-05,Coimbatore,Paddy,2188.45,45.3
2025-01-06,Coimbatore,Paddy,2192.07,55.0
2025-01-07,Coimbatore,Paddy,2219.97,95.4
2025-01-08,Coimbatore,Paddy,2101.57,29.3
2025-01-09,Coimbatore,Paddy,2184.33,29.1
2025-01-10,Coimbatore,Paddy,2171.93,12.2
2025-01-11,Coimbatore,Paddy,2166.07,35.0
2025-01-12,Coimbatore,Paddy,2123.8,76.6
2025-01-13,Coimbatore,Paddy,2171.67,72.4
2025-01-14,Coimbatore,Paddy,2192.85,41.5
2025-01-15,Coimbatore,Paddy,2202.59,61.7
2025-01-16,Coimbatore,Paddy,2218.38,87.1
2025-01-17,Coimbatore,Paddy,2160.66,75.7
2025-01-18,Coimbatore,Paddy,2163.04,28.4
2025-01-19,Coimbatore,Paddy,2158.56,80.6
2025-01-20,Coimbatore,Paddy,2170.6,24.5
2025-01-21,Coimbatore,Paddy,2151.28,89.9
2025-01-22,Coimbatore,Paddy,2188.61,60.4
2025-01-23,Coimbatore,Paddy,2146.67,77.0
2025-01-24,Coimbatore,Paddy,2189.37,29.9
2025-01-25,Coimbatore,Paddy,2083.74,86.5
2025-01-26,Coimbatore,Paddy,2099.41,26.8
2025-01-27,Coimbatore,Paddy,2165.93,70.3
2025-01-28,Coimbatore,Paddy,2187.93,67.7
2025-01-29,Coimbatore,Paddy,2157.92,56.0
2025-01-30,Coimbatore,Paddy,2283.92,62.4
2025-01-31,Coimbatore,Paddy,2141.42,64.7
2025-02-01,Coimbatore,Paddy,2111.49,56.4
2025-02-02,Coimbatore,Paddy,2203.49,45.5
2025-02-03,Coimbatore,Paddy,2208.31,36.9
2025-02-04,Coimbatore,Paddy,2195.18,90.6
2025-02-05,Coimbatore,Paddy,2240.93,88.6
2025-02-06,Coimbatore,Paddy,2197.93,45.2
2025-02-07,Coimbatore,Paddy,2109.77,68.6
2025-02-08,Coimbatore,Paddy,2155.77,89.4
2025-02-09,Coimbatore,Paddy,2131.79,60.5
2025-02-10,Coimbatore,Paddy,2159.75,77.2
2025-02-11,Coimbatore,Paddy,2232.98,96.0
2025-02-12,Coimbatore,Paddy,2188.71,83.6
2025-02-13,Coimbatore,Paddy,2258.36,29.1
2025-02-14,Coimbatore,Paddy,2265.63,19.2
2025-02-15,Coimbatore,Paddy,2184.47,31.1
2025-02-16,Coimbatore,Paddy,2218.81,31.4
2025-02-17,Coimbatore,Paddy,2141.49,64.8
2025-02-18,Coimbatore,Paddy,2166.99,76.4
2025-02-19,Coimbatore,Paddy,2159.83,85.0
2025-02-20,Coimbatore,Paddy,2219.0,87.1
2025-02-21,Coimbatore,Paddy,2217.6,17.7
2025-02-22,Coimbatore,Paddy,2191.13,22.5
2025-02-23,Coimbatore,Paddy,2227.93,89.5
2025-02-24,Coimbatore,Paddy,2256.31,14.1
2025-02-25,Coimbatore,Paddy,2119.9,90.9
2025-02-26,Coimbatore,Paddy,2207.15,92.0
2025-02-27,Coimbatore,Paddy,2226.32,93.9
2025-02-28,Coimbatore,Paddy,2153.63,78.5
2025-03-01,Coimbatore,Paddy,2350.37,83.5
2025-03-02,Coimbatore,Paddy,2433.46,67.8
2025-03-03,Coimbatore,Paddy,2428.67,89.0
2025-03-04,Coimbatore,Paddy,2443.01,92.1
2025-03-05,Coimbatore,Paddy,2392.21,33.2
2025-03-06,Coimbatore,Paddy,2406.54,20.5
2025-03-07,Coimbatore,Paddy,2358.9,56.4
2025-03-08,Coimbatore,Paddy,2426.51,43.8
2025-03-09,Coimbatore,Paddy,2423.82,92.2
2025-03-10,Coimbatore,Paddy,2394.28,30.1
2025-03-11,Coimbatore,Paddy,2494.19,13.1
2025-03-12,Coimbatore,Paddy,2454.12,87.8
2025-03-13,Coimbatore,Paddy,2355.0,44.0
2025-03-14,Coimbatore,Paddy,2383.77,95.1
2025-03-15,Coimbatore,Paddy,2502.33,96.3
2025-03-16,Coimbatore,Paddy,2310.63,36.2
2025-03-17,Coimbatore,Paddy,2511.73,74.0
2025-03-18,Coimbatore,Paddy,2424.61,94.5
2025-03-19,Coimbatore,Paddy,2447.5,85.9
2025-03-20,Coimbatore,Paddy,2434.95,98.9
2025-03-21,Coimbatore,Paddy,2416.28,29.0
2025-03-22,Coimbatore,Paddy,2365.68,77.8
2025-03-23,Coimbatore,Paddy,2443.37,90.7
2025-03-24,Coimbatore,Paddy,2367.08,66.9
2025-03-25,Coimbatore,Paddy,2435.03,94.0
2025-03-26,Coimbatore,Paddy,2458.19,45.1
2025-03-27,Coimbatore,Paddy,2402.28,46.8
2025-03-28,Coimbatore,Paddy,2413.39,65.2
2025-03-29,Coimbatore,Paddy,2427.91,17.1
2025-03-30,Coimbatore,Paddy,2481.33,97.3
2025-03-31,Coimbatore,Paddy,2437.08,55.8
2025-04-01,Coimbatore,Paddy,2403.72,74.7
2025-04-02,Coimbatore,Paddy,2387.17,95.1
2025-04-03,Coimbatore,Paddy,2465.23,63.0
2025-04-04,Coimbatore,Paddy,2451.73,35.4
2025-04-05,Coimbatore,Paddy,2488.14,47.5
2025-04-06,Coimbatore,Paddy,2438.01,19.0
2025-04-07,Coimbatore,Paddy,2517.95,92.6
2025-04-08,Coimbatore,Paddy,2412.4,66.7
2025-04-09,Coimbatore,Paddy,2397.56,10.2
2025-04-10,Coimbatore,Paddy,2475.44,80.9
2025-04-11,Coimbatore,Paddy,2351.39,89.8
2025-04-12,Coimbatore,Paddy,2434.9,28.9
2025-04-13,Coimbatore,Paddy,2476.25,57.8
2025-04-14,Coimbatore,Paddy,2406.83,98.3
2025-04-15,Coimbatore,Paddy,2399.16,23.3
2025-04-16,Coimbatore,Paddy,2375.19,73.9
2025-04-17,Coimbatore,Paddy,2390.38,99.0
2025-04-18,Coimbatore,Paddy,2447.15,52.3
2025-04-19,Coimbatore,Paddy,2481.15,12.0
2025-04-20,Coimbatore,Paddy,2433.35,20.1
2025-04-21,Coimbatore,Paddy,2434.97,94.8
2025-04-22,Coimbatore,Paddy,2452.13,46.2
2025-04-23,Coimbatore,Paddy,2385.54,37.4
2025-04-24,Coimbatore,Paddy,2417.59,45.0
2025-04-25,Coimbatore,Paddy,2388.82,27.0
2025-04-26,Coimbatore,Paddy,2449.13,85.0
2025-04-27,Coimbatore,Paddy,2383.47,59.5
2025-04-28,Coimbatore,Paddy,2449.73,46.7
2025-04-29,Coimbatore,Paddy,2441.53,57.6
2025-04-30,Coimbatore,Paddy,2409.71,99.3
2025-05-01,Coimbatore,Paddy,2421.2,82.6
2025-05-02,Coimbatore,Paddy,2404.75,80.2
2025-05-03,Coimbatore,Paddy,2478.9,52.7
2025-05-04,Coimbatore,Paddy,2470.75,34.6
2025-05-05,Coimbatore,Paddy,2418.42,17.3
2025-05-06,Coimbatore,Paddy,2428.03,53.3
2025-05-07,Coimbatore,Paddy,2456.34,49.7
2025-05-08,Coimbatore,Paddy,2346.14,79.8
2025-05-09,Coimbatore,Paddy,2415.97,98.4
2025-05-10,Coimbatore,Paddy,2414.84,69.8
2025-05-11,Coimbatore,Paddy,2483.87,42.8
2025-05-12,Coimbatore,Paddy,2428.65,83.4
2025-05-13,Coimbatore,Paddy,2482.37,39.3
2025-05-14,Coimbatore,Paddy,2375.93,41.0
2025-05-15,Coimbatore,Paddy,2446.09,23.4
2025-05-16,Coimbatore,Paddy,2531.5,80.1
2025-05-17,Coimbatore,Paddy,2411.06,61.6
2025-05-18,Coimbatore,Paddy,2441.29,49.0
2025-05-19,Coimbatore,Paddy,2483.26,65.3
2025-05-20,Coimbatore,Paddy,2399.64,44.6
2025-05-21,Coimbatore,Paddy,2346.81,13.1
2025-05-22,Coimbatore,Paddy,2447.95,66.0
2025-05-23,Coimbatore,Paddy,2432.06,99.4
2025-05-24,Coimbatore,Paddy,2480.05,40.9
2025-05-25,Coimbatore,Paddy,2420.65,28.7
2025-05-26,Coimbatore,Paddy,2425.77,48.7
2025-05-27,Coimbatore,Paddy,2436.69,67.9
